"","quad_ctrl_1","quad_ctrl_2","quad_ctrl_3","quad_ctrl_4","quad_ctrl_5","quad_ctrl_6","quad_KO_1","quad_KO_2","quad_KO_3","quad_KO_4","quad_KO_5","quad_KO_6","sol_ctrl_1","sol_ctrl_2","sol_ctrl_3","sol_ctrl_4","sol_ctrl_5","sol_ctrl_6","sol_KO_1","sol_KO_2","sol_KO_3","sol_KO_4","sol_KO_5","sol_KO_6"
"Dapp1",5.24156895720003,4.97798924774783,5.27936519512475,4.17032577541281,5.10237972829978,5.88598276376085,5.21362782411646,4.91279742440402,4.7834976439386,4.95335801762815,4.9734855427144,4.69006884629177,5.59982018531314,6.16667885544707,6.41448644666209,6.05243171045102,6.00110681631626,5.26118092180654,4.60621248779504,4.79559209797087,4.90944279552357,5.41965516441964,4.61303571372756,4.26653623853208
"Esrrb",4.80516395262563,4.66501394806064,4.7720126176842,4.91820235545705,4.82823598750055,5.53923892220997,5.01531833752078,4.91571424262621,4.84294188834614,5.53928215415849,4.70622481585117,5.264898846933,6.61458844240255,6.26065030086935,6.56519790195687,6.60459747874972,6.01013112948049,6.43224907018627,6.50849543511869,6.37472010639987,6.01611264360975,6.59012620091542,6.29660532501135,7.02321696706911
"Esrrg",7.63478125519181,6.8821534182502,6.88920048109593,6.74219551567286,6.83055672276295,7.61907226729975,8.33802737800633,8.67051341932887,8.79515089722393,8.58642234963244,7.45454785127241,7.91020962567142,9.25488904324698,9.17585779353438,9.39938841293869,9.3136275440979,8.28759156607178,8.26246555967307,8.69764872209834,8.92855422389101,8.80415961528645,9.20625150540358,8.00711576701632,8.40665439906046
"Map2k6",8.58155182167883,9.19241102222187,9.27226616800259,8.73586427186156,9.13483363675845,8.71067766721971,7.69006992682387,6.93318980622911,6.75225295950336,7.37995490045931,7.6566100233426,7.08053915707842,8.39216044955768,8.65478893659642,8.33821268674379,8.27308082924144,9.17583234955636,8.2927578478311,8.10270876670936,7.75385103907897,7.82481958625201,8.04719888572213,8.31058047221368,8.07524877962894
"Plod2",5.11087740303446,5.674732038857,5.94016336415153,5.41258843197347,5.43947859656572,5.66133998427858,6.94874154200871,6.83492525717784,6.47208637014777,6.64908162753819,6.89654108253178,6.38124594065989,5.41764191127042,6.24086403997747,6.20928793153931,5.81532769679913,6.04612494275061,5.59897931857739,6.73148505367786,7.02405966154306,6.31981115636607,6.80753178201899,6.85233986327583,6.28467846550368
"Homer1",8.87518885303102,9.21586243983626,9.0907149072833,8.69292160568136,9.105036488221,9.1139653617575,7.9116981237631,7.63605380573351,7.79957295657651,8.07789655239988,7.86919783943423,7.78155512051473,7.84095701256492,8.5064341453462,8.40909009067269,8.45737980618711,8.3197021855852,8.14290804778219,7.67714784852278,7.47858190980453,7.62363300189513,7.91930110697866,7.49473483684589,7.98702510225423
"Homer2",6.15828306138126,5.76359165642556,5.33009476545498,5.98089070026404,4.82161699792774,6.4042500792878,6.27847823334211,5.89539998630805,6.00015011740545,6.41422951159719,5.95782502116745,6.25919309296905,8.17077176049463,8.12755291089277,7.83912817238439,8.05109484896116,7.3533952413566,7.45932829725175,7.33934248997549,6.89824772026056,6.95845437927019,7.28470127749083,7.04048520947375,7.38983496739316
"Snord87",8.20862091288027,8.6477970137721,8.0963262716154,9.23867602382301,8.58939709952542,7.80937373369339,8.52545453269195,8.50898523141725,8.38791004005019,8.64920612108463,8.82181735906619,8.17160505419522,7.60024560062695,7.00248679226629,7.71263167873999,6.95242603454914,7.10949961950051,7.83732280228045,7.74670799196801,7.96432653837871,7.58238272162169,7.97139596663076,7.84385817690033,7.96783644368103
"Tmem229b",5.17044511082523,5.58900379703349,5.71654381244163,5.07884850732443,5.37336489945949,5.97241771050353,6.98990117075931,7.09094190034348,6.78320879746875,7.17648554612976,7.36119880969794,7.39331900202916,6.29159132812066,6.03622501552251,6.19867176904521,5.86678873007952,5.58994697320396,6.14284757585858,6.08901895144995,6.16653916234279,6.25286711699437,5.91511335707452,6.03199718701708,6.26482068837787
"B3galt2",7.00982638522923,5.698135484549,6.31271097610864,6.08263278387507,6.16202511559538,6.81934806345507,8.45038265426839,8.65954832468456,8.37374375276329,8.85502094806685,8.20221161036156,8.85153111841836,8.10526487175659,7.43732716956763,6.48988583414046,7.23154114152068,7.84781465082827,7.84075209265014,8.0966376083598,8.26055971600674,8.36393660001008,8.72974839539018,8.07579896006193,8.34138203006663
