"","quad_ctrl_1","quad_ctrl_2","quad_ctrl_3","quad_ctrl_4","quad_ctrl_5","quad_ctrl_6","quad_KO_1","quad_KO_2","quad_KO_3","quad_KO_4","quad_KO_5","quad_KO_6","sol_ctrl_1","sol_ctrl_2","sol_ctrl_3","sol_ctrl_4","sol_ctrl_5","sol_ctrl_6","sol_KO_1","sol_KO_2","sol_KO_3","sol_KO_4","sol_KO_5","sol_KO_6"
"10488617",5.05314458937797,4.82013010359233,4.73659406471054,5.00004865305683,4.51868703758319,4.63711268364483,4.70764896708886,4.81524311125248,4.977973167969,4.5453250793394,4.56374213564349,4.99845455635347,5.37427568738324,5.03460548208739,5.40615203263612,5.20491353142246,4.887809829889,5.21953533877288,5.13734434901388,5.26258165626186,5.16535697391556,5.02448724542871,4.96851675079044,5.12212248907885
"10477206",10.5101546530688,10.8527529662093,10.8406061037848,10.3468124779567,10.769080977056,10.8854246641767,9.38534894628163,8.95291656408765,9.13706754128999,9.34872837006702,9.38844264698767,9.42053718430484,9.06042765133372,8.7857277421603,9.03691439043143,8.73703271832799,9.17412343505709,9.56122316064161,8.96305079582975,8.87048454538238,8.74431611303221,8.9860373904457,8.91534862499339,9.02288860257785
"10477495",3.19622221035545,3.67468273475179,3.57810497369218,3.28874090868721,3.4856666036125,3.19683262581488,4.14864343578384,4.3491417930317,4.2229122165904,4.09574030148772,4.41204308317685,4.5832706745087,3.44127821411284,3.62396932753869,3.45323729607503,3.44389041240837,3.26719156052851,3.47939721406973,4.00405873879388,3.92042693943549,3.88507676820494,3.38075658554733,3.91551597724766,3.9312411648906
"10488830",7.89277715462557,7.73775982781891,7.73601377098773,7.75959841729006,7.85737966697981,7.78441536076656,8.40965511752763,8.24513828222208,8.1487528462698,8.19132663692297,8.13204455761599,8.04085427183525,8.04038562202244,7.89395443336015,7.75861044265045,7.87532907171753,7.89049385611925,7.59181645039163,8.60617719420814,8.60019210863402,8.35361489808541,8.21551471361587,8.08057403539022,8.42426638050898
"10478145",6.30901565926653,6.37711648518729,6.20646620944839,5.61320098232861,6.08270639997599,7.07886576982215,6.28592594268951,6.4956101530885,6.2308272630719,6.24940309728327,6.13783984351909,6.14939321968508,6.82529780651425,7.23719112271984,7.19872495793028,7.01608771280842,7.36645750252397,7.17542217859395,6.174796166725,6.47614838466177,6.47080106644325,6.454043614224,5.90189920900128,6.2207010553366
"10490826",6.50751893644378,6.59527178158813,6.18254848333348,6.20784706260051,6.06195269625135,7.16569500285137,6.88142167133714,7.04754656806633,6.7458286579571,6.86063403594911,7.12674095769828,7.33610370694521,6.44821042769046,7.32863033142759,7.20628500314115,6.84268821022958,7.23043105986853,6.75803387770237,6.69177091911384,6.72831745783045,6.43386801627095,6.53727841563295,6.78668374074751,7.09076784085317
"10491597",7.78118238830401,7.46948522347297,7.57681909161391,7.4129183742117,7.32526853058843,8.01536153966924,7.81787263422505,7.57028770304737,7.6263549348907,7.69796597091296,7.82558176583587,7.68775969038956,7.15416177875752,7.78838887134642,7.6625881626078,7.79119251843634,7.99382623083463,7.60945563303738,7.35747801549813,7.12793338112797,7.32389640774813,7.66435206814849,7.32392654530681,7.50758749594705
"10492699",6.39354485785289,6.16573380331085,6.0935922046122,5.73435373396928,6.4641383004428,6.29191507084242,6.27549174707659,6.70713665457195,6.07250111793944,6.404407902589,6.58392467694414,6.17974049201213,5.88530729221975,5.9177713533863,5.85243939571318,6.12578893334158,6.24944298843019,6.23077031725033,5.66260133749529,5.7793115823073,5.90941617677119,5.84015003850957,5.96447120384259,5.81921099779948
"10498998",5.98464595364721,5.97042163232073,5.71038498726312,5.34036558618683,5.89427928008089,6.41520518564281,6.47132258333367,6.55485278691488,6.38438347134539,6.67738963117754,6.64929111836547,6.34722648476579,6.95705038821683,6.88238333569225,6.41636412128398,7.05702115524431,7.13866129286258,7.01764165351718,7.29505548125555,6.9781410700231,6.80591070678729,7.07541478496891,7.22242248531394,7.06012490382365
"10499095",8.12461835681939,7.89591636787113,7.93834120776694,7.40624245089757,8.02247917523153,8.50533005753216,7.6691500497727,7.36759968163956,7.53893473456186,7.80817175927702,7.5248028906391,7.66240460406574,7.46832008331429,7.50413182635386,7.55679586675485,7.45844307316744,7.34178518886925,7.78501209958825,7.31188912269418,7.27311092576764,7.22066247409701,7.44139029838999,7.32740013805889,7.51034256751554
